ID Registro,Cidade,País,Fonte Energia,Consumo MWh,Custo Unitário USD,Ano,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,Eficiência Energetica,População Cidade,Indústria Predominante,Clima
1431,Tóquio,Japão,Nuclear,9713,9,2017,129866,"0,7419",865073,4236,676027,7216,13376251,Turismo,Mediterrâneo
1432,Osaka,Japão,Solar,45553,18,2021,11548,"0,6067",108752,386,1966678,7275,17135322,Agronegócio,Mediterrâneo
1433,Londres,Reino Unido,Eólica,12728,21,2015,450100,"0,2807",890408,3296,2384465,5782,17208375,Financeiro,Mediterrâneo
1434,Paris,França,Carvão,24132,2,2017,324223,"0,6811",639447,1923,2031401,8348,15065472,Agronegócio,Temperado
1435,Toronto,Canadá,Hidrelétrica,27159,11,2020,242432,"0,7021",988086,276,162862,559,16217728,Tecnologia,Frio
1436,Vancouver,Canadá,Eólica,43937,18,2019,307632,"0,5937",274263,1391,4873347,7385,4613198,Manufatura,Temperado
1437,Sydney,Austrália,Hidrelétrica,15589,13,2023,379429,"0,8423",717363,1949,2896243,7393,8979982,Tecnologia,Tropical
1438,Melbourne,Austrália,Nuclear,48652,15,2020,486910,"0,6932",336634,95,430731,5816,10613945,Financeiro,Tropical
1439,Cidade do México,México,Hidrelétrica,22150,1,2022,93653,"0,6988",393036,416,1710371,7651,10059159,Mineração,Desértico
1440,Moscou,Rússia,Solar,3274,12,2015,457203,"0,7028",108616,1157,314702,5094,18858888,Financeiro,Temperado
1441,Nova York,Estados Unidos,Gás Natural,44770,24,2019,85333,"0,4303",447166,1997,6710823,543,10153795,Agronegócio,Tropical
1442,Los Angeles,Estados Unidos,Eólica,29034,16,2015,181911,"0,3446",775793,1295,7109947,5006,15281767,Mineração,Tropical
1443,São Paulo,Brasil,Gás Natural,8299,6,2017,146093,"0,1839",752175,1946,1319932,6373,3102791,Mineração,Mediterrâneo
1444,Rio de Janeiro,Brasil,Eólica,38111,16,2020,52104,"0,3742",534969,997,3673194,655,6600632,Mineração,Tropical
1445,Berlim,Alemanha,Hidrelétrica,38100,24,2020,33389,"0,7944",862081,4447,2745997,8661,18859168,Financeiro,Temperado
1446,Munique,Alemanha,Eólica,47153,9,2021,158181,"0,7666",705707,94,8858984,7367,13145587,Agronegócio,Frio
1447,Mumbai,Índia,Carvão,29054,2,2019,487220,"0,8742",239495,1764,5125858,761,19342662,Mineração,Frio
1448,Nova Délhi,Índia,Carvão,11606,17,2017,282651,"0,1603",268648,189,637025,8896,13638748,Tecnologia,Frio
1449,Pequim,China,Gás Natural,46987,21,2015,371253,"0,5789",759049,3928,5890958,5507,2022497,Agronegócio,Frio
1450,Xangai,China,Gás Natural,19974,2,2019,197857,"0,7319",75467,3455,1414289,8712,1051605,Agronegócio,Mediterrâneo
1451,Tóquio,Japão,Solar,28206,17,2022,449218,"0,7104",773805,201,686658,7422,1312655,Financeiro,Tropical
1452,Osaka,Japão,Nuclear,36026,23,2018,389440,"0,3223",540074,4521,7515581,9585,18386616,Agronegócio,Desértico
1453,Londres,Reino Unido,Nuclear,41313,22,2015,12614,"0,8103",529977,441,9027148,7449,859073,Financeiro,Desértico
1454,Paris,França,Hidrelétrica,6490,6,2016,151638,"0,1775",586799,46,680609,6442,3436868,Agronegócio,Temperado
1455,Toronto,Canadá,Nuclear,3549,12,2016,4586,"0,1472",620070,4659,529224,8706,17443417,Manufatura,Desértico
1456,Vancouver,Canadá,Solar,4688,12,2016,477983,"0,2171",822636,1043,1062857,8294,15619043,Turismo,Mediterrâneo
1457,Sydney,Austrália,Eólica,36120,23,2015,261776,"0,7228",156079,3781,8924798,8663,2431310,Manufatura,Desértico
1458,Melbourne,Austrália,Gás Natural,37343,15,2022,143681,"0,5435",428370,4979,5473931,5109,7093559,Turismo,Temperado
1459,Cidade do México,México,Hidrelétrica,47287,8,2023,229425,"0,1115",366296,232,5680763,9138,4563816,Tecnologia,Desértico
1460,Moscou,Rússia,Eólica,25896,19,2015,392794,"0,1963",458509,1319,777525,7214,15193786,Manufatura,Frio
1461,Nova York,Estados Unidos,Nuclear,32159,7,2023,341004,"0,8587",842253,4625,3553435,9129,17798750,Financeiro,Tropical
1462,Los Angeles,Estados Unidos,Solar,4066,2,2017,364697,"0,3946",863166,3069,752505,5746,8629058,Financeiro,Desértico
1463,São Paulo,Brasil,Solar,30384,21,2023,37469,"0,8862",621124,4783,4792722,7021,1417681,Turismo,Temperado
1464,Rio de Janeiro,Brasil,Hidrelétrica,38468,23,2023,78631,"0,1548",687262,4342,5033386,9296,17648201,Mineração,Mediterrâneo
1465,Berlim,Alemanha,Eólica,9661,19,2018,321460,"0,3973",914830,3255,2371513,7561,11035902,Agronegócio,Mediterrâneo
1466,Munique,Alemanha,Carvão,40671,13,2018,24974,"0,1088",54970,3282,2364853,7293,15853867,Agronegócio,Temperado
1467,Mumbai,Índia,Eólica,12807,11,2018,384869,"0,018",868631,4956,2468866,8233,2058914,Mineração,Desértico
1468,Nova Délhi,Índia,Hidrelétrica,43685,18,2020,253963,"0,7432",132265,2145,1062058,7964,1283525,Agronegócio,Tropical
1469,Pequim,China,Gás Natural,28126,22,2023,359532,"0,1292",571930,2784,6232883,8309,13632282,Manufatura,Frio
1470,Xangai,China,Gás Natural,13010,14,2020,404111,"0,0685",725247,4696,1238513,7646,15466048,Tecnologia,Mediterrâneo
1471,Tóquio,Japão,Gás Natural,10645,6,2023,283347,"0,3351",617267,1763,108908,9215,10166537,Turismo,Tropical
1472,Osaka,Japão,Hidrelétrica,27495,1,2018,169481,"0,2528",902970,508,1685493,9606,4362226,Financeiro,Mediterrâneo
1473,Londres,Reino Unido,Hidrelétrica,30227,23,2019,131919,"0,2449",330372,428,5216769,609,2626224,Turismo,Tropical
1474,Paris,França,Hidrelétrica,18010,18,2022,464017,"0,3024",803376,435,1865993,764,15246623,Agronegócio,Temperado
1475,Toronto,Canadá,Solar,13296,9,2018,192913,"0,8054",778027,3479,2334697,6944,12629919,Manufatura,Temperado
1476,Vancouver,Canadá,Eólica,32124,5,2021,254038,"0,0537",249933,2597,5183824,7007,7235228,Tecnologia,Frio
1477,Sydney,Austrália,Hidrelétrica,18846,2,2022,220491,"0,7872",716769,384,781265,5787,8099367,Agronegócio,Tropical
1478,Melbourne,Austrália,Nuclear,42048,18,2019,141906,"0,3155",38960,2034,524966,8151,14087176,Mineração,Tropical
1479,Cidade do México,México,Eólica,36680,19,2021,438793,"0,5589",916217,389,2311583,6015,10746742,Turismo,Desértico
1480,Moscou,Rússia,Gás Natural,13785,18,2016,52331,"0,0708",830322,3342,1959611,8974,15073066,Manufatura,Temperado
1481,Nova York,Estados Unidos,Solar,28468,6,2015,366065,"0,7492",371645,3732,4732782,7871,8678813,Agronegócio,Desértico
1482,Los Angeles,Estados Unidos,Carvão,5846,7,2020,63398,"0,1406",808813,1551,1278713,5186,14138812,Turismo,Frio
1483,São Paulo,Brasil,Nuclear,39431,15,2022,439398,"0,1223",613495,3091,8789191,5775,10618061,Financeiro,Desértico
1484,Rio de Janeiro,Brasil,Eólica,22831,9,2015,378261,"0,0374",180003,1257,2313907,5445,10716353,Manufatura,Tropical
1485,Berlim,Alemanha,Carvão,22230,25,2020,387202,"0,8226",853318,1188,4170178,5688,9202669,Financeiro,Desértico
1486,Munique,Alemanha,Hidrelétrica,23932,7,2017,355052,"0,7714",871044,1548,5968855,8716,19307901,Agronegócio,Desértico
1487,Mumbai,Índia,Solar,46451,15,2023,14550,"0,2879",395168,4164,9184127,9456,14617041,Manufatura,Temperado
1488,Nova Délhi,Índia,Hidrelétrica,6503,18,2022,410582,"0,4235",73266,1983,738328,868,18686410,Tecnologia,Tropical
1489,Pequim,China,Gás Natural,1573,6,2022,423422,"0,2957",233604,934,299565,6298,13041546,Tecnologia,Tropical
1490,Xangai,China,Solar,2056,22,2017,36071,"0,0636",564082,1311,236188,7237,10013859,Financeiro,Temperado
1491,Tóquio,Japão,Nuclear,7695,22,2019,347133,"0,6057",554641,3662,1582042,8268,3110360,Mineração,Temperado
1492,Osaka,Japão,Hidrelétrica,3254,7,2019,36669,"0,0752",421686,41,56083,5334,17333315,Manufatura,Frio
1493,Londres,Reino Unido,Eólica,37943,8,2021,177652,"0,7707",126470,2378,2151402,7029,2296652,Mineração,Tropical
1494,Paris,França,Solar,23646,22,2022,487566,"0,3427",315318,3598,2821137,7547,14532160,Mineração,Tropical
1495,Toronto,Canadá,Carvão,47226,14,2022,419334,"0,7981",891048,48,6599563,6122,9540229,Mineração,Frio
1496,Vancouver,Canadá,Gás Natural,12531,5,2023,457392,"0,8676",378243,598,1717343,9603,2867372,Manufatura,Temperado
1497,Sydney,Austrália,Solar,42414,7,2016,455693,"0,7616",798396,3339,4350093,8629,15349154,Financeiro,Mediterrâneo
1498,Melbourne,Austrália,Nuclear,29016,16,2022,185803,"0,6939",78407,227,1222769,5123,8829354,Agronegócio,Frio
1499,Cidade do México,México,Eólica,32418,14,2016,491909,"0,4964",59959,3536,2211867,7296,544139,Manufatura,Temperado
1500,Moscou,Rússia,Gás Natural,18023,22,2015,56120,"0,0441",507746,1249,4162472,6523,6331715,Turismo,Mediterrâneo
1501,Nova York,Estados Unidos,Solar,3510,12,2015,427064,"0,6206",966528,3108,312163,854,7746555,Financeiro,Tropical
1502,Los Angeles,Estados Unidos,Carvão,25213,7,2021,103717,"0,1999",970014,3966,1857343,759,19006855,Agronegócio,Tropical
1503,São Paulo,Brasil,Gás Natural,11768,23,2021,363326,"0,7436",749903,4923,45573,7315,19406060,Financeiro,Frio
1504,Rio de Janeiro,Brasil,Nuclear,36655,24,2021,131439,"0,5072",80321,3421,5179265,7784,8100703,Mineração,Temperado
1505,Berlim,Alemanha,Eólica,11927,12,2020,242842,"0,2825",128030,2412,546623,6327,8269535,Turismo,Temperado
1506,Munique,Alemanha,Nuclear,39758,16,2020,269143,"0,7333",742645,925,4326055,518,4486738,Mineração,Temperado
1507,Mumbai,Índia,Nuclear,32221,15,2020,142752,"0,6696",474108,704,5127439,7225,18662432,Financeiro,Frio
1508,Nova Délhi,Índia,Carvão,46886,14,2023,113784,"0,6685",429399,1221,6575098,703,12134665,Financeiro,Desértico
1509,Pequim,China,Eólica,13938,16,2019,281594,"0,4868",500677,242,1811661,6905,19450610,Turismo,Tropical
1510,Xangai,China,Gás Natural,3927,12,2020,65736,"0,6154",409516,747,635855,8916,15845474,Tecnologia,Tropical
1511,Tóquio,Japão,Nuclear,40782,5,2022,200729,"0,5519",267431,172,1247517,5463,9100486,Agronegócio,Desértico
1512,Osaka,Japão,Carvão,7467,17,2021,432052,"0,5105",256807,2363,1475866,9784,18455385,Turismo,Frio
1513,Londres,Reino Unido,Solar,35893,9,2016,246144,"0,0487",930289,2438,1125296,7638,13369119,Mineração,Mediterrâneo
1514,Paris,França,Eólica,48286,19,2015,372518,"0,3304",362637,2791,10693107,540,15148651,Mineração,Desértico
1515,Toronto,Canadá,Carvão,947,22,2018,200533,"0,5642",280212,612,105277,5367,17157980,Turismo,Desértico
1516,Vancouver,Canadá,Hidrelétrica,33317,8,2023,221245,"0,3696",964569,3232,4153123,6661,17696931,Agronegócio,Mediterrâneo
1517,Sydney,Austrália,Nuclear,15941,21,2015,277912,"0,5953",801799,296,3866793,5202,8195525,Turismo,Desértico
1518,Melbourne,Austrália,Eólica,4432,7,2017,198163,"0,3091",79355,4802,109314,7064,9862323,Manufatura,Mediterrâneo
1519,Cidade do México,México,Hidrelétrica,40611,6,2015,230362,"0,0175",305448,3716,6847196,5289,12849614,Financeiro,Frio
1520,Moscou,Rússia,Hidrelétrica,20843,12,2015,133078,"0,3892",440416,425,487789,543,16831268,Mineração,Mediterrâneo
1521,Nova York,Estados Unidos,Gás Natural,18021,5,2019,375544,"0,5003",843360,1686,4292282,7184,2517900,Turismo,Mediterrâneo
1522,Los Angeles,Estados Unidos,Carvão,44471,25,2023,109360,"0,8086",832985,444,10557176,6881,14676035,Financeiro,Tropical
1523,São Paulo,Brasil,Hidrelétrica,21251,17,2015,398663,"0,0724",218053,56,494492,7865,16446347,Mineração,Frio
1524,Rio de Janeiro,Brasil,Solar,14185,23,2016,291067,"0,8502",955939,1948,963012,9199,8419101,Agronegócio,Mediterrâneo
1525,Berlim,Alemanha,Carvão,29751,1,2017,438675,"0,8693",187920,2853,3294946,6443,19548706,Financeiro,Desértico
1526,Munique,Alemanha,Gás Natural,20582,5,2017,249044,"0,1618",466534,1438,72957,8339,5778869,Tecnologia,Mediterrâneo
1527,Mumbai,Índia,Carvão,12811,24,2023,14734,"0,6269",867975,2371,1636352,5455,18778313,Agronegócio,Desértico
1528,Nova Délhi,Índia,Hidrelétrica,30021,17,2019,375460,"0,7991",42529,1686,2625718,8205,11682177,Financeiro,Frio
1529,Pequim,China,Nuclear,30149,11,2019,244436,"0,5919",651580,45,1941581,7282,12760492,Mineração,Mediterrâneo
1530,Xangai,China,Gás Natural,27000,1,2016,397586,"0,2642",471911,471,6295539,5524,19394206,Turismo,Temperado
1531,Tóquio,Japão,Solar,31218,6,2020,230719,"0,1157",705081,2153,3485671,8213,13528894,Financeiro,Desértico
1532,Osaka,Japão,Hidrelétrica,26684,13,2016,451901,"0,3034",579684,676,3696474,9624,10812759,Mineração,Frio
1533,Londres,Reino Unido,Eólica,17714,17,2020,361698,"0,0732",274022,758,3418017,6527,12903345,Turismo,Tropical
1534,Paris,França,Hidrelétrica,34631,21,2020,339127,"0,8154",922359,2274,4150466,7503,644728,Mineração,Tropical
1535,Toronto,Canadá,Carvão,15720,14,2017,132021,"0,5269",69285,124,289596,8825,14384756,Financeiro,Mediterrâneo
1536,Vancouver,Canadá,Carvão,27156,21,2017,396561,"0,5502",679448,1187,2463975,9581,9158651,Agronegócio,Tropical
1537,Sydney,Austrália,Gás Natural,1644,15,2020,31044,"0,0176",868725,4598,333768,7969,12578740,Manufatura,Tropical
1538,Melbourne,Austrália,Solar,14835,13,2016,287059,"0,0351",358564,121,2606164,7256,13254758,Financeiro,Temperado
1539,Cidade do México,México,Eólica,44042,16,2021,362750,"0,2104",309892,897,8624908,777,738162,Mineração,Mediterrâneo
1540,Moscou,Rússia,Eólica,37939,17,2016,123731,"0,6256",20269,4209,3362779,7569,2533116,Agronegócio,Tropical
1541,Nova York,Estados Unidos,Hidrelétrica,14717,9,2018,399425,"0,4447",428015,3003,177712,6808,12540277,Tecnologia,Mediterrâneo
1542,Los Angeles,Estados Unidos,Nuclear,21881,14,2016,163679,"0,0509",378203,53,4336627,9342,4549307,Financeiro,Mediterrâneo
1543,São Paulo,Brasil,Gás Natural,30325,12,2023,210045,"0,1707",656593,3518,194717,971,16943865,Financeiro,Frio
1544,Rio de Janeiro,Brasil,Nuclear,22172,8,2020,53726,"0,5462",98649,302,3120061,5652,19292533,Tecnologia,Desértico
1545,Berlim,Alemanha,Nuclear,46506,13,2022,195491,"0,0191",726672,4784,5392034,5327,19927134,Manufatura,Frio
1546,Munique,Alemanha,Nuclear,46146,23,2023,43844,"0,2531",138680,4603,1056197,8467,17838614,Turismo,Temperado
1547,Mumbai,Índia,Hidrelétrica,34625,7,2016,94859,"0,4078",152098,1014,8246857,7912,16497312,Agronegócio,Temperado
1548,Nova Délhi,Índia,Hidrelétrica,24368,14,2016,59645,"0,1469",966591,164,5278444,6661,5580464,Financeiro,Desértico
1549,Pequim,China,Eólica,5220,24,2015,156938,"0,8883",83323,1184,25427,6684,18014417,Manufatura,Tropical
1550,Xangai,China,Carvão,16176,23,2019,40750,"0,3042",830110,258,2892118,711,15385775,Manufatura,Frio
1551,Tóquio,Japão,Solar,29174,15,2015,128141,"0,5746",468052,971,866171,7655,8094018,Manufatura,Frio
1552,Osaka,Japão,Gás Natural,7682,15,2015,377341,"0,3129",458076,4818,94936,8381,18037168,Agronegócio,Frio
1553,Londres,Reino Unido,Hidrelétrica,21724,2,2022,430602,"0,4561",621293,2696,3166235,7739,1777707,Tecnologia,Temperado
1554,Paris,França,Solar,42729,21,2023,158360,"0,6166",611158,372,952093,7061,13003429,Financeiro,Tropical
1555,Toronto,Canadá,Eólica,5106,15,2017,124957,"0,5919",586795,163,819014,8488,4511096,Tecnologia,Frio
1556,Vancouver,Canadá,Gás Natural,27362,15,2023,418226,"0,2289",467013,195,5403948,643,12928200,Tecnologia,Temperado
1557,Sydney,Austrália,Hidrelétrica,3517,16,2017,323364,"0,2424",544727,446,671002,8119,5544760,Manufatura,Tropical
1558,Melbourne,Austrália,Eólica,14957,8,2021,269798,"0,5887",531596,1476,1404716,8258,15423972,Turismo,Mediterrâneo
1559,Cidade do México,México,Carvão,41029,24,2017,185040,"0,2031",937639,501,7762142,6065,13077017,Turismo,Temperado
1560,Moscou,Rússia,Gás Natural,45988,19,2016,148568,"0,1336",911764,3461,3325155,7446,7115206,Agronegócio,Frio
1561,Nova York,Estados Unidos,Hidrelétrica,46039,24,2016,369274,"0,2795",473580,2306,3745737,5112,8349954,Agronegócio,Mediterrâneo
1562,Los Angeles,Estados Unidos,Hidrelétrica,1556,19,2016,404816,"0,1911",947045,2478,133977,9675,17683666,Mineração,Frio
1563,São Paulo,Brasil,Eólica,29243,17,2021,146361,"0,2332",63119,4999,4366948,5759,8312377,Manufatura,Tropical
1564,Rio de Janeiro,Brasil,Carvão,21652,17,2016,46741,"0,0351",463348,189,1438585,8299,7380088,Turismo,Desértico
1565,Berlim,Alemanha,Solar,25623,5,2015,398415,"0,8976",966383,39,4565449,5945,9020359,Manufatura,Mediterrâneo
1566,Munique,Alemanha,Hidrelétrica,2807,6,2019,29525,"0,3091",791015,232,460531,6331,4330333,Agronegócio,Temperado
1567,Mumbai,Índia,Solar,24399,24,2017,409532,"0,3962",746021,2617,133520,8457,11806760,Financeiro,Desértico
1568,Nova Délhi,Índia,Gás Natural,47637,22,2020,187281,"0,5129",347775,4296,6933622,5451,2343351,Mineração,Frio
1569,Pequim,China,Solar,41750,18,2017,109701,"0,4357",353012,245,5170779,9397,17277341,Mineração,Temperado
1570,Xangai,China,Eólica,44039,14,2017,336657,"0,7602",510448,4755,8706528,7057,10887714,Manufatura,Tropical
1571,Tóquio,Japão,Carvão,29291,13,2018,134652,"0,3679",625573,3234,7065087,9616,18927697,Mineração,Desértico
1572,Osaka,Japão,Gás Natural,3137,12,2017,355997,"0,0281",905450,1352,87662,5597,17395545,Manufatura,Desértico
1573,Londres,Reino Unido,Eólica,843,19,2017,348215,"0,8949",522225,4628,123432,6949,11104882,Mineração,Temperado
1574,Paris,França,Gás Natural,35541,14,2022,480135,"0,4563",766420,2031,3701398,795,7899601,Financeiro,Tropical
1575,Toronto,Canadá,Carvão,35623,24,2016,263736,"0,2689",856951,2374,8358432,9021,16206827,Mineração,Temperado
1576,Vancouver,Canadá,Carvão,4477,8,2018,242679,"0,2416",364279,1567,165134,8929,13479769,Tecnologia,Frio
1577,Sydney,Austrália,Eólica,3782,23,2019,30629,"0,1901",579633,437,435573,6334,8487282,Mineração,Mediterrâneo
1578,Melbourne,Austrália,Eólica,11461,9,2020,436709,"0,6959",812112,308,521023,6869,11943899,Manufatura,Tropical
1579,Cidade do México,México,Nuclear,24359,5,2016,391530,"0,5707",475358,549,191828,8719,1931512,Mineração,Desértico
1580,Moscou,Rússia,Hidrelétrica,23317,1,2016,149004,"0,5172",533402,2954,3103878,6714,14029598,Agronegócio,Frio
1581,Nova York,Estados Unidos,Nuclear,36334,14,2021,321712,"0,0398",895689,4975,7096357,8958,17402099,Mineração,Tropical
1582,Los Angeles,Estados Unidos,Nuclear,20064,21,2020,496920,"0,3909",41708,2208,3546544,6704,14909355,Tecnologia,Desértico
1583,São Paulo,Brasil,Eólica,10822,6,2015,351419,"0,3793",557615,3171,1839739,759,13771589,Agronegócio,Desértico
1584,Rio de Janeiro,Brasil,Solar,21076,12,2019,55288,"0,6684",730283,1888,74644,7929,12563561,Tecnologia,Mediterrâneo
1585,Berlim,Alemanha,Eólica,39543,6,2019,427682,"0,2916",802160,168,4196387,7733,10073259,Mineração,Desértico
1586,Munique,Alemanha,Gás Natural,5479,7,2022,295294,"0,3166",828608,1489,81933,7394,5641393,Manufatura,Desértico
1587,Mumbai,Índia,Eólica,40313,12,2017,90488,"0,1584",826177,961,1811445,7686,12848445,Manufatura,Frio
1588,Nova Délhi,Índia,Carvão,23365,19,2018,478078,"0,0895",300217,231,161813,8362,10970441,Manufatura,Frio
1589,Pequim,China,Solar,28236,13,2023,140568,"0,8751",929361,4221,6272243,721,16162269,Turismo,Temperado
1590,Xangai,China,Eólica,18809,6,2016,74803,"0,7487",768455,129,1118545,5463,2560110,Turismo,Temperado
1591,Tóquio,Japão,Hidrelétrica,30135,11,2021,442940,"0,8602",635410,757,7198649,5044,16422153,Manufatura,Frio
1592,Osaka,Japão,Hidrelétrica,3411,5,2022,270195,"0,6195",797982,585,506314,9609,10945466,Agronegócio,Mediterrâneo
1593,Londres,Reino Unido,Carvão,15758,2,2021,317849,"0,1869",851591,4147,2512106,6111,3874090,Tecnologia,Tropical
1594,Paris,França,Solar,36843,7,2021,78598,"0,2615",475316,4503,8758832,5357,10896628,Turismo,Temperado
1595,Toronto,Canadá,Nuclear,5323,17,2023,262637,"0,0698",136331,4018,435081,7276,15044098,Mineração,Frio
1596,Vancouver,Canadá,Nuclear,38761,14,2020,169435,"0,5957",358275,1597,6144911,7191,11099076,Tecnologia,Frio
1597,Sydney,Austrália,Nuclear,3853,14,2021,290077,"0,5984",801508,1612,548255,6999,10274542,Mineração,Tropical
1598,Melbourne,Austrália,Carvão,25943,14,2019,177987,"0,3246",551762,3031,4285533,6758,19354142,Mineração,Mediterrâneo
1599,Cidade do México,México,Eólica,6449,16,2019,93768,"0,3251",471334,227,1425662,8397,8787032,Financeiro,Temperado
1600,Moscou,Rússia,Nuclear,21482,19,2015,451365,"0,2444",341719,3503,4118434,6421,6993706,Turismo,Tropical
1601,Nova York,Estados Unidos,Eólica,36809,9,2020,153289,"0,2396",895491,348,4747864,6062,16018839,Financeiro,Desértico
1602,Los Angeles,Estados Unidos,Solar,31987,23,2020,374842,"0,8773",856296,1989,3521773,8001,12911795,Agronegócio,Tropical
1603,São Paulo,Brasil,Hidrelétrica,46225,2,2022,478156,"0,1538",911999,3418,10725478,5832,16610342,Turismo,Mediterrâneo
1604,Rio de Janeiro,Brasil,Nuclear,26450,8,2022,291218,"0,5892",338142,192,4480347,5129,1179113,Mineração,Mediterrâneo
1605,Berlim,Alemanha,Nuclear,44137,5,2018,206031,"0,8884",90676,3401,10826228,8708,13906707,Financeiro,Mediterrâneo
1606,Munique,Alemanha,Gás Natural,46617,17,2021,153334,"0,0629",339709,4723,4596285,7987,1036165,Financeiro,Frio
1607,Mumbai,Índia,Nuclear,45405,21,2016,426564,"0,4494",787806,3344,9543121,8971,4627590,Tecnologia,Frio
1608,Nova Délhi,Índia,Solar,17674,7,2015,65743,"0,7019",754090,2754,653791,5718,7909807,Agronegócio,Desértico
1609,Pequim,China,Solar,28862,25,2021,262787,"0,7126",880697,896,5225428,8019,11753652,Tecnologia,Mediterrâneo
1610,Xangai,China,Eólica,35544,16,2016,443304,"0,4036",155260,56,890365,8649,7080758,Financeiro,Tropical
1611,Tóquio,Japão,Nuclear,1505,17,2020,334551,"0,7416",740126,1051,101988,5192,19536337,Manufatura,Tropical
1612,Osaka,Japão,Gás Natural,20100,16,2020,371969,"0,1037",440843,1291,4050134,782,2024333,Financeiro,Tropical
1613,Londres,Reino Unido,Solar,12417,21,2016,393646,"0,7784",648753,642,66745,7248,18552508,Financeiro,Frio
1614,Paris,França,Nuclear,37430,9,2019,335164,"0,8603",695657,585,4263901,8234,4849255,Manufatura,Frio
1615,Toronto,Canadá,Hidrelétrica,29095,9,2016,171091,"0,2309",887048,3269,5639555,6097,11225018,Financeiro,Tropical
1616,Vancouver,Canadá,Carvão,49627,19,2017,392823,"0,5151",334209,171,3277472,6378,17549370,Manufatura,Frio
1617,Sydney,Austrália,Gás Natural,20357,19,2023,313968,"0,4889",559258,1017,3580718,9307,17513005,Financeiro,Tropical
1618,Melbourne,Austrália,Eólica,45160,12,2022,300290,"0,1287",151605,4207,6829412,8316,3262378,Agronegócio,Desértico
1619,Cidade do México,México,Eólica,35417,19,2023,271296,"0,2803",960410,425,174324,895,10403016,Financeiro,Tropical
1620,Moscou,Rússia,Eólica,40924,16,2017,22328,"0,019",917282,471,3272444,893,14417958,Manufatura,Desértico
1621,Nova York,Estados Unidos,Nuclear,23204,22,2021,359956,"0,0367",555722,1391,1375909,5519,7828986,Manufatura,Temperado
1622,Los Angeles,Estados Unidos,Carvão,49403,8,2018,224270,"0,0485",222488,4852,226621,504,17238088,Financeiro,Mediterrâneo
1623,São Paulo,Brasil,Solar,43653,22,2023,254873,"0,5018",494062,704,6932307,8413,5670930,Agronegócio,Desértico
1624,Rio de Janeiro,Brasil,Nuclear,19760,19,2023,55643,"0,7272",912587,2551,1558993,6757,8104426,Manufatura,Frio
1625,Berlim,Alemanha,Carvão,22210,18,2020,78279,"0,1351",208173,4113,405044,6684,1546819,Manufatura,Desértico
1626,Munique,Alemanha,Nuclear,23068,17,2018,457923,"0,1088",589862,242,2937496,9685,3502376,Turismo,Frio
1627,Mumbai,Índia,Nuclear,2944,19,2016,303339,"0,2439",663389,2287,454337,7079,14551488,Mineração,Frio
1628,Nova Délhi,Índia,Nuclear,20622,9,2023,270503,"0,067",937244,2297,2999092,7054,10741315,Manufatura,Desértico
1629,Pequim,China,Carvão,23976,18,2019,113678,"0,1671",490656,3813,3936594,5222,1430330,Turismo,Frio
1630,Xangai,China,Gás Natural,40050,8,2022,101955,"0,8251",539393,4795,9700095,7999,669431,Manufatura,Tropical
1631,Tóquio,Japão,Hidrelétrica,34584,7,2015,119413,"0,0142",707059,3097,583471,693,5724190,Mineração,Frio
1632,Osaka,Japão,Nuclear,41664,14,2017,114104,"0,4724",127234,1033,937636,8921,6895330,Mineração,Tropical
1633,Londres,Reino Unido,Eólica,2131,8,2020,100682,"0,7517",317515,612,285412,8801,17082310,Turismo,Tropical
1634,Paris,França,Nuclear,29448,8,2015,273448,"0,7052",747552,1802,592451,6576,1001852,Agronegócio,Frio
1635,Toronto,Canadá,Carvão,26230,17,2018,488090,"0,6082",480978,1164,441753,7448,17918518,Mineração,Frio
1636,Vancouver,Canadá,Hidrelétrica,21129,1,2018,388017,"0,1028",547255,361,3240542,9553,17729826,Tecnologia,Frio
1637,Sydney,Austrália,Hidrelétrica,33812,8,2023,327084,"0,3188",703848,139,3004018,6755,3957261,Manufatura,Frio
1638,Melbourne,Austrália,Nuclear,38794,11,2015,291478,"0,6916",497108,353,5942587,9678,5875349,Turismo,Tropical
1639,Cidade do México,México,Eólica,18054,25,2015,184498,"0,5721",528414,4274,2741613,5463,11328231,Financeiro,Temperado
1640,Moscou,Rússia,Solar,38514,22,2017,459858,"0,2909",569079,1994,42277,9386,18098615,Mineração,Desértico
1641,Nova York,Estados Unidos,Nuclear,10924,12,2015,98845,"0,4985",409221,344,1061082,7896,19914642,Agronegócio,Frio
1642,Los Angeles,Estados Unidos,Eólica,43288,17,2023,380191,"0,1297",873977,4044,997798,5104,2529594,Agronegócio,Desértico
1643,São Paulo,Brasil,Solar,17934,5,2020,163229,"0,7709",84705,4105,4240185,5504,15556356,Mineração,Temperado
1644,Rio de Janeiro,Brasil,Nuclear,13551,17,2022,61003,"0,6792",11132,3349,2331483,6022,17148030,Turismo,Frio
1645,Berlim,Alemanha,Eólica,11026,8,2015,320397,"0,6945",120861,3503,568769,8224,14593213,Financeiro,Tropical
1646,Munique,Alemanha,Solar,49693,15,2020,303493,"0,8367",557913,2646,4409346,9431,5940609,Agronegócio,Tropical
